id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
,Bracebridge Hall,,,"Irving, Washington, 1783-1859","Caldecott, Randolph, 1846-1886 (illustrator)|||R. & R. Clark (Firm) (prt)",London,Macmillan|||Macmillan & Co,1892,1892,,,3rd ed.,monographic,English,text,print|||unmediated|||volume,"xiv, 284 pages, [7] leaves of plates : illustrations ; 19 cm",Case bindings (Binding)|||Fiction|||Gilt edges (Binding)|||Gold blocked bindings (Binding)|||Juvenile fiction|||Juvenile literature-1877|||Juvenile works|||Pictorial cloth bindings (Binding)|||Publishers' catalogues-1877|||Publishers' cloth bindings (Binding)|||novel|||text,,"National characteristics, English|||City and town life|||Household employees|||Widows|||Soldiers|||Farms|||Animals",,"Scotland, Edinburgh|||England, London",,8859043,,,ocm14046628,,,
,Bracebridge Hall,,,"Irving, Washington, 1783-1859","Caldecott, Randolph, 1846-1886 (ill)|||R. & R. Clark (Firm) (prt)",London,Macmillan & Co.|||Macmillan & Co,1877,1877,,,,monographic,English,text,print|||unmediated|||volume,"xiv, 284 pages, [7] leaves of plates : illustrations ; 19 cm",Case bindings (Binding)|||Fiction|||Gilt edges (Binding)|||Gold blocked bindings (Binding)|||Juvenile fiction|||Juvenile works|||Pictorial cloth bindings (Binding)|||Publishers' catalogues-1877|||Publishers' cloth bindings (Binding)|||novel|||text,,"National characteristics, English|||City and town life|||Household employees|||Widows|||Soldiers|||Farms|||Animals",,"Scotland, Edinburgh|||England, London",juvenile,8859039,,13003952,ocm01940994,,,
,Bradbury's Golden chain of Sabbath school melodies: comprising a great variety of new music and hymns composed and written expressly for the Sabbath school ; together with many of the best of the well known Sabbath school pieces,,Golden chain of Sabbath school melodies,"Bradbury, William B. (William Batchelder), 1816-1868",,New York|||Chicago,"Ivison, Phinney|||S.C. Griggs","1864, c1861","1864, c1861||||||1864",,1861,,monographic,English,notated music,print,1 close score (127 p.) ; 12 x 16 cm.,Juvenile,,"Sunday school music|||Hymns|||Hymns, English",,,,3326884,,48031464,ocm04551736,,,
,"brave little Quakeress: and other stories, A",,,"Roe, Edward Payson, 1838-1888",,New York,"Dodd, Mead and Co.|||Dodd, Mead & Company",c1892,c1892||||||1892,,,,monographic,English,text,print,"[3], 214 p. : ill. (some col.) ; 17 cm",Children's stories-1892|||Juvenile fiction|||novel,,Children|||Conduct of life|||Children's stories,,"United States, New York, New York",juvenile,7892981,,,ocm03530460,,,
,"Brave old salt, or, Life on the quarter deck: a story of the great rebellion",,Brave old salt|||Life on the quarter deck,"Optic, Oliver, 1822-1897",,Boston :,"Lee and Shepard Publishers,|||Lee and Shepard",1892.,1892||||||1892.,,1866,,monographic,English,text,print|||unmediated|||volume,"330 pages, 1 unnumbered leaf of plates, 4 unnumbered pages : illustrations ; 18 cm.",Fiction|||History|||Juvenile fiction|||Juvenile works|||text,,Youth|||Conduct of life|||History|||American Civil War (1861-1865),"1861 - 1865|||Civil War, 1861-1865",United States,juvenile,8373031,,,ocm50598994,http://www.archive.org/details/braveoldsaltorli92opti,,
,"bravest of the brave, or, With Peterborough in Spain, The",,Bravest of the brave|||With Peterborough in Spain,"Henty, G. A. (George Alfred), 1832-1902",,New York :,"A.L. Burt Company,|||Burt, A. L. (Albert Levi), 1843-1913",[1895?],1895||||||[1895?],,,,monographic,English,text,print|||unmediated|||volume,"vi, 351, 10 pages, 8 unnumbered leaves of plates : illustrations ; 20 cm",Fiction|||Historical fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1875|||text,,"Spanish Succession, War of, 1701-1714|||Pirates|||Prisoners|||Mountains|||Adventure stories|||War stories|||Voyages and travels|||War|||Earl of Peterborough, Charles Mordaunt 1658-1735|||Spanish Succession, War of (1701-1714)",,"United States, New York, New York",juvenile,8862127,,,ocm02353949,,,
,"bravest of the brave, or, With Peterborough in Spain, The",,Bravest of the brave|||With Peterborough in Spain,"Henty, G. A. (George Alfred), 1832-1902","Paget, H. M. (Henry Marriott), 1857-1936 (illustrator)",London ;,"Blackie & Son, 49 & 50 Old Bailey, E.C.,|||Blackie & Son",1887.,1887||||||1887.,,,,monographic,English,text,print|||unmediated|||volume,"352, 48 pages, 8 unnumbered leaves of plates : illustrations ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,"Spanish Succession, War of, 1701-1714|||Pirates|||Prisoners|||Mountains|||Adventure stories|||War stories|||Voyages and travels|||War|||Earl of Peterborough, Charles Mordaunt 1658-1735",,,juvenile,8863331,,,ocn989511572,,,
,Bread and honey for young people,,,"Garrett, Barbara Semple.",,London|||New York,Routledge,1877,1877,,,,monographic,English,text,print,94 p. : ill. ; 16 cm.,,,,,,,7108680,,,ocm15320200,,,
,"brief history of wood-engraving from its invention, A",,,"Cundall, Joseph, 1818-1895",,London,"S. Low, Marston, & Company limited",1895,1895,,,,monographic,English,text,print,"ix, [1], 132 p. incl. front., illus. 20 cm.",,,Wood-engraving|||History,,,,938011,,23015017,01002434,,,
,"Brief memories of Niagara: its rapids, falls and whirlpool",,,,,London,G. Morrish,[187-?],[187-?]|||1870/1879,,,,monographic,English,text,print,133 p. : ill. ; 16 cm.,,,History|||Description and travel,,Niagara Falls (N.Y. and Ont.),,4374890,,,ocm18318325,,,
,"brownies around the world, The",,,"Cox, Palmer, 1840-1924","Cox, Palmer, 1840-1924 (ill)",New York,Century Co.|||Century Company|||De Vinne Press,©1894,©1894||||||1894,,,,monographic,English,text,print|||unmediated|||volume,"xi, [1], 144 pages : illustrations ; 26 cm",Juvenile poetry|||Juvenile works|||Poetry|||text,,Elves|||Voyages around the world|||National characteristics|||Picture books for children|||Children's poetry,,"England|||Japan|||Arctic Ocean; Arctic regions|||Italy|||Ireland|||Spain|||Netherlands|||Russia|||Egypt|||Switzerland|||Turkey|||Canada|||France|||Germany|||Scotland|||United States, New York, New York|||Russia. Russian Empire. Soviet Union. Former Soviet Republics|||Arctic regions|||China",juvenile,1030976,,04019415,ocm01592372,http://archive.org/details/browniesaroundwo00coxp,,
,"brownies at home, The",,,"Cox, Palmer, 1840-1924",,New York,Published by the Century Co.,©1893,©1893||||||1893,,,,monographic,English,text,print|||unmediated|||volume,"[6], ix-xi, [1], 144 pages : illustrations ; 27 cm",Juvenile poetry|||Juvenile works|||Poetry|||Publishers' advertisements-1893|||text,Relates in verse the adventures of the Brownies during each month of the year.,Fairies|||Months|||Seasons|||Children's poetry,,New York|||Mississippi River,juvenile,1030979,,04019414,ocm03324248,,,
,"brownies: their book, The",,,"Cox, Palmer, 1840-1924",,New York,The Century Co.,c1887⁾,c1887⁾||||||1887,,,,monographic,English,text,print,"xi, 144 p. : ill. ; 25 cm.",,,Children's poetry,,,juvenile,1029690,,04016127,01415177,,,
,Bruey: a little worker for Christ,,,"Havergal, Frances Ridley, 1836-1879",,London|||Edinburgh|||New York,Nelson,1882,1882,,,,monographic,English,text,print,"[7]-284 p., [3] leaves of plates : ill. ; 18 cm.",,,,,,juvenile,7185550,,,ocm39262609|||39262609,,,
,Bruin: the grand bear hunt,,Grand bear hunt,"Reid, Mayne, 1818-1883",,Boston,Ticknor and Fields,1865,1865,,,,monographic,English,text,print|||unmediated|||volume,"v, 371 pages, [7] leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Bears,,,juvenile,8061878,,,ocm50076446,,,
,"Budget: a picture and story book for boys and girls, The",,,"Arthur, T. S. (Timothy Shay), 1809-1885",,Philadelphia,J.B. Lippincott & Co.|||J.B. Lippincott & Co,©1877,©1877||||||1877,,,,monographic,English,text,print|||unmediated|||volume,368 pages : illustrations ; 21 cm,Juvenile literature|||Juvenile works|||text,,Children's stories|||Children's poetry|||Christian life,,"United States, Pennsylvania, Philadelphia",juvenile,8354211,,,ocm08427563,,,
,Buffon's Natural history: modernized from the most recent authorities,,,"Buffon, Georges Louis Leclerc, comte de, 1707-1788",,London|||New York,"Frederick Warne and Co.|||Scribner, Welford and Co.",1869,1869,,,Shilling edition⁾,monographic,English,text,print,252 p. : col. ill. ; 13 cm.,,,,,,,1087620,,,15617158,,,
,Bunyan's Pilgrim's progress in words of one syllable,Pilgrim's progress,,"Bunyan, John, 1628-1688","Day, Samuel Phillips.|||Bunyan, John, 1628-1688|||Barnard, Frederick, 1846-1896|||Priolo, Paolo.|||Dalziel Brothers (engr)",New York,A.L. Burt,1895,1895,,,,monographic,English,text,print,"96 p., [14] leaves of plates : ill. ; 20 cm.",,,,,,juvenile,4414110,,,ocm28450258,,,
,Bunyan's Pilgrim's progress,,Pilgrim's progress,"Bunyan, John, 1628-1688","Barnard, Frederick, 1846-1896 (ill)|||Dalziel Brothers (egr)",Philadelphia,John C. Winston,"©1894, ©1897","©1894, ©1897|||1894/1897",,,,monographic,English,text,print|||unmediated|||volume,"1 page 1., ix-xi, 13-327 pages : colored frontispiece, iIllustrations ; 25 cm.",text,,"Bunyan, John 1628-1688",,,,8216176,,,ocm07447873,,,
,Bunyip land: the story of a wild journey in New Guinea,,,"Fenn, George Manville, 1831-1909",,New York,Scribner and Welford,[18--?],[18--?]|||1870/1910,,,,monographic,English,text,print,"384 p., [12] leaves of plates : ill. ; 20 cm.",Juvenile fiction,,Voyages and travels|||Sailing,,,juvenile,7113915,,,ocm25213760,,,
,Burke's tales for little readers,,Fairy tales for little readers,"Burke, Sarah J.",,New York,Simmons-Peckham Co. Inc.,1894,1894,,,,monographic,English,text,print,"iv, 133 p. ; 19 cm.",,,Readers|||Fairy tales,,,juvenile,5818810,,,ocn656842740|||656842740,,,
,Burnett's cologne water,,,,"Joseph Burnett & Co. (Boston, Mass.)","Boston, Mass. :","Joseph Burnett & Co.,",[between 1850 and 1950?].,[between 1850 and 1950?].|||1850/1950,,,,monographic,English,text,print|||unmediated|||sheet,4 sheets : color illustrations ; 12 x 15 cm,still image|||text,"Advertising cards signed by the artist, each depicting a small child with farm animals and the words ""Burnett's cologne water"" on the front, and advertisements on the back.",Advertising cards|||Eau de Cologne,,,,7689449,,,ocn942736537,,,
,Burns'poems: with illustrations,,,"Burns, Robert, 1759-1796",,Dundee,Valentine & Sons,[18--],[18--]||||||18uu,,,,monographic,English,text,print,"xxiv, 256 p., [9] leaves of plates : ill. ; 9 cm",Poetry,,,,Scotland,,7885484,,,ocm44512823,,,
,"butterfly's  ball and the grasshopper's feast, The",,,"Roscoe, William, 1753-1831","Mulready, William, 1786-1863 (illus)|||Welsh, Charles, 1850-1914",London,Griffith & Farran,1883,1883,,,,monographic,English,text,print,"x, 11 p., 7⁾ leaves of plates : ill. ; 22 cm.",,,,,,juvenile,1031119,,,02573874,,,
,Buy a broom: an interesting moral tale for children founded on recent facts,,,,,London :,"Published by E. Wallis, 42, Skinner-Street, Snow-Hill,",[between 1829 and 1838],[between 1829 and 1838]|||1829/1838,,,,monographic,English,text,print|||unmediated|||volume,"16 pages, 7 unnumbered leaves of plates, including frontispiece : illustrations ; 14 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Brooms and brushes,,,juvenile,7884150,,,ocm63106035,,,
,Bye o baby ballads,,,"Pratt, Charles Stuart, 1854-","Hassam, Childe, 1859-1935 (ill)",Boston,D. Lothrop & Co.,c1886,c1886||||||1886,,,,monographic,English,text,print,32 leaves : col. ill. ; 25 cm.,,,Poetry|||Children's poetry|||Nursery rhymes,,,juvenile,159806,,,05587035,,,
,Caleb in town: a story for children,,,"Abbott, Jacob, 1803-1879",,New York,"Clark, Austin & Smith",1856,1856,,,,monographic,English,text,print,"180 p., 4⁾ leaves of plates : ill. ; 16 cm.",,,,,,juvenile,1090538,,,17277585,,,
,Camp-fire and wigwam,,,"Ellis, Edward Sylvester, 1840-1916",,Philadelphia,H.T. Coates,1885,1885,,,,monographic,English,text,print,"iv, [5]-388 p., [4] leaves of plates : ill. ; 20 cm.",,,,,,juvenile,7690144,,,ocm05884638|||5884638,,,
,"canary bird, The",,,"Mant, Alicia Catherine, -1869","Bryer, Henry. (prt)",London,"J. Harris|||Harris, John, 1756-1846",1817,1817,,,[1st ed.].,monographic,English,text,print,"iv, 230, [6] p., [1] leaf of plates : ill. ; 18 cm.",Juvenile fiction|||Juvenile literature-England-London-1817|||Publishers' advertisements-1817|||novel,,Children|||Conduct of life|||Pets|||Animal welfare|||Brothers and sisters,,,juvenile,999151,,,ocm10828447,,,
,"Canterbury chimes, or, Chaucer tales retold for children",,Chaucer tales retold for children|||Tales from Chaucer,"Storr, Francis, 1839-1919|||Turner, Hawes.","Chaucer, Geoffrey, -1400|||S.J. Parkhill & Co (prt)",Boston,"Little, Brown, and Company|||Little, Brown and Company",[1894?],[1894?]||||||1894,,,,monographic,English,text,print,"vii, 256 p. : ill., port ; 19 cm.",Juvenile fiction|||novel,,Pilgrims and pilgrimages|||Knights and knighthood|||Clergy|||Friars|||Clerks|||Taverns (Inns)|||Storytelling|||Children's stories,,"United States, Massachusetts, Boston",juvenile,5810113,,,ocn225125805|||225125805,,,
,Captain Horace,,,"May, Sophie, 1833-1906",,Boston,Lee and Shepard,[1864],[1864]||||||1864,,,,monographic,English,text,print,183 p. : ill. ; 16 cm.,Juvenile fiction,A little boy has various adventures while his father is away at war.,Boys|||History,"Civil War, 1861-1865",United States,juvenile,7097851,,,ocm23273739,,,
,Captain Horace,,,"Clarke, Rebecca Sophia, 1833-1906",,Boston,Lee and Shepard,1868,1868,,,,monographic,English,text,print,"2⁾, 6, 5-183, 1⁾ p., ; 15 cm.",,,Boys|||Conduct of life,,,,1093049,,,03124484,,,
,Captain January,,,"Richards, Laura Elizabeth Howe, 1850-1943",,Boston,Estes & Lauriat|||Estes & Lauriat,1891,1891,,,,monographic,English,text,print|||unmediated|||volume,"[6], 64, [2] p. ; 20 cm.",Fiction|||Juvenile fiction|||Juvenile works|||text,,Children|||Conduct of life|||Intergenerational relations|||Lighthouse keepers|||Ship captains|||Orphans|||Islands|||Students|||Home schooling|||Kindness,,New England,juvenile,8358579,,13002078,ocm02068536,,,
,"Captain Sam, or, The boy scouts of 1814",,Boy scouts of 1814|||Captain Sam,"Eggleston, George Cary, 1839-1911",,New York :,"G. P. Putnam's Sons,",1876.,1876||||||1876.,,,,monographic,English,text,print|||unmediated|||volume,212 pages : illustrations ; 20 cm.,Juvenile fiction|||text,,History,War of 1812,United States,juvenile,7683793,,,ocn883215931,http://name.umdl.umich.edu/AAN9043,,
,"Captain William Kidd, and others of the pirates or buccaneers who ravaged the seas, the islands, and the continents of America two hundred years ago",,,"Abbott, John S. C. (John Stevens Cabot), 1805-1877",,New York :,"Dodd & Mead,",1874.,1874||||||1874.,,,,monographic,English,text,print|||unmediated|||volume,"373 pages, 4 unnumbered leaves of plates : illustrations ; 19 cm.",Biographies-1874|||biography|||text,,"Pirates|||Buccaneers|||Kidd, William -1701",,,,8364691,,11023224,ocm02926868,http://hdl.loc.gov/loc.gdc/scd0001.00158123034|||http://www.archive.org/details/captainwilliamki0abbot,,
,"""Captains courageous"": a story of the Grand banks",,,"Kipling, Rudyard, 1865-1936",,New York,The Century Co.,1897,1897,,,,monographic,English,text,print,"viii, 323 p. : ill. ; 20 cm.",,,,,,,1147288,,03021963,00360566,,,
,Captains courageous: a story of the Grand Banks,,,"Kipling, Rudyard, 1865-1936","Taber, I. W. (Isaac Walton), 1857-1933|||R. & R. Clark (Firm) (prt)",London,"Macmillan and Company, Limited|||Macmillan & Co",1897,1897,,,,monographic,English,text,print|||unmediated|||volume,"viii, 245, [2] pages : illustrations ; 19 cm",Action and adventure fiction|||Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1897|||novel|||text,The spoiled son of an American millionaire is washed overboard off Newfoundland and is picked up by a fishing boat. The boy experiences a great change in his perspective when he is forced to share the life and labour of the crew.,Children of the rich|||Saltwater fishing|||Fishing boats|||Teenage boys|||Youth|||Conduct of life|||Friendship|||Voyages and travels|||Seafaring life|||Rescues|||Fishers|||Courage,,"England, London|||Grand Banks of Newfoundland|||Scotland, Edinburgh|||New England|||Atlantic Ocean",juvenile,8958552,,2007570758,ocm85485620,,,
,"""Captains courageous""",,,"Kipling, Rudyard, 1865-1936",,"Garden City, N.Y",Doubleday,1897,1897,,,,monographic,English,text,print,193 p. : ill. ; 22 cm.,,,,,,juvenile,1353021,,,03571216,,,
,"captive children, The",,,,,New York,Gen. Protestant Episcopal Sunday School Union and Church Book Society,1861,1861,,,,monographic,English,text,print,"35,37 p. : ill. ; 16 cm.",Juvenile literature,,Christian education|||Indian captivities|||History,"French and Indian War, 1754-1763",North America|||United States,juvenile,4363907,,,,,,
,"capture of the Laughing Mary: a story of three New York boys in 1776 ; as set down by Eliphalet Willett and, The",,,"Otis, James, 1848-1912",,New York,"A.L. Burt Co., Publishers",[1898],[1898]||||||1898,,,,monographic,English,text,print|||unmediated|||volume,"[i]-iv pages, 1 leaf, [1]-403 [1] pages, [1]-30 : illustrations ; 19 cm",Juvenile fiction|||text,,Youth|||Conduct of life|||Courage|||Soldiers|||Sailors|||War stories|||History,"Revolution, 1775-1783",United States,juvenile,8116834,,,ocm04969295,,,
,Captured by Zulus: a story of trapping in Africa,,,"Prentice, Harry.",,New York,"A.L. Burt|||Burt, A. L. (Albert Levi), 1843-1913",c1890,c1890||||||1890,,,,monographic,English,text,print,"282, [4] p. : ill. ; 20 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel,,Children|||Conduct of life|||Voyages and travels|||Adventure stories|||Hunting stories|||Animals|||Zulu (African people)|||Nature stories|||Friendship|||Hunting|||Natural history,,"Africa|||United States, New York, New York",juvenile,7942832,,12037753,ocn173282799,,,
