id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
31735068203912,"Theatre Program - Richard III with Frederick Warde,",,,,,,,,,"October 4, 1887",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203920,"Theatre Program - Lagardere,",,,,,,,,,"December 12, 1887",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203938,"Advertising - Mercantile Library Lectures, A Struggle for Life,",,,,,,,,,"January 25, 1869",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203946,"Ticket - Mercantile Library Lectures, Henry Nicholls,",,,,,,,,,"December 18, 1868",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203953,"Theatre program - The Humming Bird with Nate Salsbury and Nillie McHenry,",,,,,,,,,"December 27, 1886",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203961,"Theatre program - My Partner with Louis Aldrich,",,,,,,,,,"February 14, 1887",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203979,"Theatre program - Tin Soldier,",,,,,,,,,"November 19, 1888",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203987,"Theatre program - The Honeymoon with Margaret Mather,",,,,,,,,,"February 13, 1888",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068203995,"Concert program - Mexican National Band,",,,,,,,,,"August 10, 1885",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204035,"Theatre Program - Brutus or The Fall of Tarquin! with Frederick Warde,",,,,,,,,,"October 3, 1887",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204076,"Theatre program - Virginius with Frederick Warde and Elizabeth Crocker Bowers,",,,,,,,,,"November 17, 1890",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204084,"Vaudeville program - An Old Love Story with Auguste Van Biene and Miss Lena Burnleigh; the American Biograph owned and operated by the American Mutoscope Co.; etc,",,,,,,,,,"November 29, 1897",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204092,"Vaudeville program - A Parisian Romance; Billy Van; Prof. Morris' Trained Ponies,",,,,,,,,,"April 10, 1899",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204100,"Theatre program - Bandmann-Beaudet Comapny in The Hunchback; The Merchant of Venice, Romeo and Juliet, and Othello,",,,,,,,,,"December 28, 1885",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204126,Ticket - Little Barefoot,,,,,,,,,,,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204134,"Theatre broadside - Bartley Campbell's Old Dusquesne!,",,,,,,,,,"April 21, 1876",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204142,"Theatre program - The Cricket on the Hearth!; and That Blessed Baby! with Mr. J. L. Toole,",,,,,,,,,"April 27, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204159,"Vaudeville program - Tony Pastor's Troupe in The Fisherman!; Black Troubadours; and Nervous Dutchman!,",,,,,,,,,"May 19, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204167,"Theatre program - Richelieu! with Mr. Charles Pope,",,,,,,,,,"October 6, 1876",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204175,"Theatre Program - Harbor Lights,",,,,,,,,,"February 13, 1888",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204183,"Theatre Program - A Midnight Bell,",,,,,,,,,"November 12, 1889",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204209,"Vaudeville program - Rosedale with Mr. Joseph Haworth; Jane Whitbeck; Centure Bros.; etc,",,,,,,,,,"June 14, 1897",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204217,"Advertising - Davy Crocket with Edwin F. Mayo,",,,,,,,,,"September 6, 1886",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204225,"Theatre program - Fanchon, The Cricket with Cora Van Tassel,",,,,,,,,,"February 23, 1885",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204233,Theatre program - Little Barefoot! with Miss Annie Zern,,,,,,,,,,,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204258,"Theatre program - Off the Line!; Old Friends!; and Ici on Prale Francais! with Mr. J. L. Toole,",,,,,,,,,"April 30, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204266,"Theatre program - Musette or, The Secret of Guilde Court with Lotta,",,,,,,,,,"February 18, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204274,"Concert program - With Theresa Titiens; Arabella Goddard; Inez Kennedy; Baccei; Orlandini; and Mark Keiser,",,,,,,,,,"January 3, 1876",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204290,"Theatre Program - The Deacon's Daughter; The Charity Girl; and M'Liss with Miss Annie Pixley,",,,,,,,,,"January 2, 1888",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204308,"Theatre Program - Carmen with Emma Juch; Il Trovatore; The Bohemian Girl; Postilion of Lonjumeau; Faust; Mignon; Maritana; and The Freischutz,",,,,,,,,,"December 23, 1889",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204316,"Opera program - Carmen with Emma Juch,",,,,,,,,,"November 16, 1891",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204324,"Vaudeville program - The Lottery of Love; Morris' Famous Pony Circus; etc,",,,,,,,,,"January 25, 1897",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204332,"Vaudeville program - Yankee in Love; B. and B. with Maggie Willet and Harry Thorne; etc,",,,,,,,,,"March 10, 1884",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204340,"Vaudeville program - Prof. E.M. Worth lecture; Hick's and Sawyer's Consolidated Colored Minstrels,",,,,,,,,,"September 13, 1886",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204357,"Theatre program - All for Her!; and Nan, the Good for Nothing with Miss Annie Zern,",,,,,,,,,,,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204365,"Advertising - Everybody's Friend!; and Michael Erie!,",,,,,,,,,"December 24, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204373,"Opera program - Madame L'archiduc! with Miss Emily Soldene,",,,,,,,,,"February 24, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204381,"Theatre program - Morning Call; The Soldier's Daughter with Laura Keene,",,,,,,,,,"May 2, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204399,"Theatre program - Humpty Dumpty with James S. Maffitt,",,,,,,,,,"February 5, 1876",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204415,"Theatre Program - The Vice Admiral,",,,,,,,,,"May 7, 1888",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204423,"Theatre Program - The Henrietta with Stuart Robson and WM. H. Crane,",,,,,,,,,"March 11, 1889",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204431,"Theatre program - Romeo and Juliet with Julia Marlowe,",,,,,,,,,"May 23, 1892",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204449,"Vaudeville program - Nita's First; Rossow Midgets; Carr & McLeod; Mlle. Chalet; Tom Mack,",,,,,,,,,"January 24, 1898",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204456,"Theatre program - Fun on the Bristol with E.D. Tannehill's Comedy Company and Miss St. George Hussey,",,,,,,,,,"September 21, 1885",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204464,"Vaudeville program - Prof. Tony White's London Punch and Judy; Prof. E.M. Worth lecture; Silver Spur!,",,,,,,,,,"September 27, 1886",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204472,"Theatre program - Waddy, the Fat Boy!; Idiot Witness!,",,,,,,,,,"December 4, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204480,"Program - Charlotte Cushman's Farewell,",,,,,,,,,"April 2, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204506,"Theatre program - Masks and Faces! or, Before and Behind the Curtain with Laura Keene,",,,,,,,,,"May 1, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204530,"Theatre Program - The Merchant of Venice; Othello; Hamlet; The Fool's Revenge; and Yorick's Love,",,,,,,,,,"January 7, 1888",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204555,"Vaudeville program - The Private Secretary; Zinematographie; etc,",,,,,,,,,"March 15, 1897",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204563,"Vaudeville program - Jane; Sager and Fanny Midgley; Pete Baker; Hadj Lessik,",,,,,,,,,"February 6, 1899",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204571,"Theatre program - Matlack Combination in A Celebrated Case!,",,,,,,,,,"March 30, 1885",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204589,"Theatre program - Pat's Wardrobe with Pat Rooney,",,,,,,,,,"February 20, 1888",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204597,"Program - Readings and Character Recitations!; and The Bruised Tragedian!,",,,,,,,,,"May 9, 1878",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204605,"Opera program - Grand Duchess by J.F. Zimmerman's Mexican Juvenile Opera Troupe,",,,,,,,,,"October 21, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204613,"Vaudeville program - Carncross & Dixey's Minstrels!; Stage Struck!; etc,",,,,,,,,,"April 16, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204621,"Theatre program - Jane Eyre with Miss Charlotte Thompson and Mr. W. E. Sheridan,",,,,,,,,,"December 1, 1875",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204746,"Theatre program - East Lynne,",,,,,,,,,"March 20, 1878",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204753,"Theatre program - Belles of the Kitchen; Cousin Joe with the Vokes Family,",,,,,,,,,"October 17, 1881",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204761,"Opera program - Corman Church Choir Co. in Patience or, Bunthrone's Bride,",,,,,,,,,"February 17, 1882",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204811,"Theatre program - Poulet and Poulette with Miss Emily Soldene, Mr. Knight Aston, and Miss Rose Stella,",,,,,,,,,"March 14, 1877",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204860,"Concert program - The Kate Thayer Grand Concert Co.,",,,,,,,,,"November 18, 1879",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204878,"Opera program - Strakosch & Hess Englsh Opera Co. in Mefistofele! and Carmen!,",,,,,,,,,"February 14, 1881",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204886,"Theatre program - Much Ado About Nothing with Hortense Rhéa,",,,,,,,,,"February 11, 1882",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204894,"Theatre program - Maud Muller with Miss Genevieve Rogers,",,,,,,,,,"October 10, 1876",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204902,"Theatre program - Macbeth! with Janauschek,",,,,,,,,,"December 16, 1876",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068204985,"Burlesque program - Carncross' Minstrels; Henry Moses' Shadboat Pinafore!; etc,",,,,,,,,,"April 28, 1879",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205008,"Theatre program - Photos with Alice Harrison and Louis Harrison,",,,,,,,,,"February 20, 1882",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205040,"Theatre program - Richelieu! or The Conspiracy with Lawrence Barrett,",,,,,,,,,"March 5, 1877",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205057,"Theatre program - La Fille De Madame Angot with Miss Emily Soldene,",,,,,,,,,"March 17, 1877",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205107,"Concert program - Grand Testimonial Concert to Mr. J. T. Irwin,",,,,,,,,,"May 27, 1880",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205115,"Opera program - Wilbur Opera Company in The Mascot,",,,,,,,,,"November 21, 1881",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205123,"Vaudeville program - Carncross' Minstrels in Life Behind the Scenes or, the Black Lily's Debut; Cogill Brothers; Fred Dart; etc,",,,,,,,,,"May 14, 1882",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205131,"Theatre program - Two Can Play at That Game; and The Brook!,",,,,,,,,,"December 9, 1876",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205156,"Theatre program - Forbidden Fruit!,",,,,,,,,,"January 16, 1877",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205214,"Theatre program - Doyle Brothers with Edward Harrigan and Tony Hart,",,,,,,,,,1878-05|||May 1878|||1878-05-01T00:00:00,,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205222,"Theatre program - Arrah-Na-Pogue, or the Wicklaw Wedding with Agnes Robertson,",,,,,,,,,"September 27, 1880",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205230,"Theatre program - The Professor! with W.H. Gillette,",,,,,,,,,"January 30, 1882",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068205248,"Opera program - Boston Ideal Opera Company in Bohemian Girl,",,,,,,,,,"January 28, 1883",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068207665,"Opera program - Fay Templeton Opera Company in Girofle-Girofla,",,,,,,,,,"June 2, 1884",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
31735068207673,"Opera program - The Emma Abbott Grand Opera Company in Semiramide,",,,,,,,,,"April 17, 1885",,,,,text,,,archival document,,,,,,,,,,,University of Pittsburgh,collection.254|||collection.10
